1248272272.896 	 3.57320660 	 -3.33295910 	 2.34130000 
1248272272.950 	 3.57325530 	 -3.33291030 	 2.34110000 
1248272272.952 	 3.57327140 	 -3.33290420 	 2.34110000 
1248272272.989 	 3.57328280 	 -3.33290020 	 2.34110000 
1248272272.998 	 3.57324540 	 -3.33287630 	 2.34070000 
1248272273.036 	 3.57324590 	 -3.33287720 	 2.34080000 
1248272273.059 	 3.57329280 	 -3.33290210 	 2.34080000 
1248272273.092 	 3.57330250 	 -3.33290570 	 2.34080000 
1248272273.132 	 3.57327220 	 -3.33289550 	 2.34190000 
1248272273.135 	 3.57323990 	 -3.33282020 	 2.34360000 
1248272273.173 	 3.57264480 	 -3.33209790 	 2.35340000 
1248272273.224 	 3.57105240 	 -3.33049910 	 2.36660000 
1248272273.243 	 3.57074570 	 -3.33013710 	 2.36940000 
1248272273.285 	 3.56942500 	 -3.32857870 	 2.38300000 
1248272273.331 	 3.56805650 	 -3.32740310 	 2.39560000 
1248272273.376 	 3.56705160 	 -3.32661660 	 2.40610000 
1248272273.429 	 3.56580200 	 -3.32532920 	 2.41520000 
1248272273.454 	 3.56355010 	 -3.32299060 	 2.42710000 
1248272273.495 	 3.56309830 	 -3.32252690 	 2.42960000 
1248272273.536 	 3.56156220 	 -3.32104610 	 2.43730000 
1248272273.538 	 3.56121960 	 -3.32072050 	 2.43850000 
1248272273.553 	 3.56005600 	 -3.31929730 	 2.44470000 
1248272273.574 	 3.55970980 	 -3.31887300 	 2.44680000 
1248272273.609 	 3.55766190 	 -3.31727910 	 2.45020000 
1248272273.649 	 3.55704570 	 -3.31698030 	 2.45000000 
1248272273.659 	 3.55504380 	 -3.31616190 	 2.44490000 
1248272273.704 	 3.55458250 	 -3.31578380 	 2.44550000 
1248272273.713 	 3.55298720 	 -3.31381500 	 2.45420000 
1248272273.745 	 3.55151100 	 -3.31081580 	 2.47990000 
1248272273.766 	 3.54995400 	 -3.30983920 	 2.48400000 
1248272273.770 	 3.54945960 	 -3.30947910 	 2.48570000 
1248272273.857 	 3.54422200 	 -3.30583520 	 2.50910000 
1248272273.878 	 3.54366240 	 -3.30543520 	 2.51090000 
1248272273.958 	 3.53848750 	 -3.30163500 	 2.52550000 
1248272274.017 	 3.53513650 	 -3.29944080 	 2.52600000 
1248272274.024 	 3.53471190 	 -3.29912410 	 2.52630000 
1248272274.073 	 3.53308880 	 -3.29721630 	 2.53120000 
1248272274.112 	 3.53052000 	 -3.29569760 	 2.52850000 
1248272274.124 	 3.52962520 	 -3.29533820 	 2.52580000 
1248272274.170 	 3.52687260 	 -3.29366690 	 2.52010000 
1248272274.172 	 3.52646170 	 -3.29323170 	 2.52150000 
1248272274.219 	 3.52460430 	 -3.29100820 	 2.52970000 
1248272274.255 	 3.52406520 	 -3.29058480 	 2.53030000 
1248272274.276 	 3.52118250 	 -3.28904610 	 2.52880000 
1248272274.328 	 3.51774080 	 -3.28706570 	 2.52380000 
1248272274.363 	 3.51731500 	 -3.28669750 	 2.52330000 
1248272274.383 	 3.51551070 	 -3.28495020 	 2.52340000 
1248272274.397 	 3.51510900 	 -3.28448670 	 2.52460000 
1248272274.436 	 3.51284800 	 -3.28266000 	 2.52780000 
