1248446192.940 6 5.414 -0.487
1248446192.940 8 5.632 -0.446
1248446192.940 13 4.542 0.082
1248446193.188 13 4.475 0.046
1248446193.434 13 4.487 -0.057
1248446193.685 12 4.388 -0.200
1248446193.685 13 4.452 -0.135
1248446193.930 13 4.314 -0.258
1248446194.180 13 4.185 -0.339
1248446194.430 12 3.858 -0.524
1248446194.430 13 3.971 -0.457
1248446194.676 13 3.811 -0.546
1248446195.438 4 1.729 0.512
1248446195.692 4 1.718 0.511
1248446195.939 4 1.691 0.507
1248446196.179 4 1.670 0.507
1248446196.415 4 1.661 0.500
1248446196.570 4 1.661 0.500
1248446196.724 4 1.661 0.500
1248446197.025 4 1.629 0.467
1248446197.266 4 1.614 0.454
1248446197.754 4 1.562 0.449
1248446197.999 4 1.572 0.410
1248446198.241 4 1.546 0.403
1248446198.722 4 1.521 0.396
1248446198.963 4 1.512 0.374
1248446199.205 4 1.499 0.364
1248446199.445 4 1.487 0.365
1248446199.688 4 1.474 0.369
1248446199.935 4 1.462 0.357
1248446200.179 4 1.460 0.350
1248446200.333 4 1.460 0.350
1248446200.488 4 1.460 0.350
1248446200.739 4 1.413 0.336
1248446200.985 4 1.383 0.334
1248446201.230 4 1.350 0.336
1248446201.473 4 1.336 0.337
1248446201.960 4 1.307 0.329
1248446202.207 4 1.283 0.345
1248446202.451 4 1.268 0.352
1248446202.695 4 1.250 0.359
1248446203.177 4 1.233 0.283
1248446203.416 4 1.245 0.178
1248446203.674 4 1.251 0.098
1248446203.917 4 1.239 -0.020
1248446204.157 4 1.202 -0.115
1248446204.157 2 1.700 0.480
1248446204.401 2 1.753 0.376
1248446204.649 18 2.761 0.484
1248446204.899 18 2.845 0.405
1248446204.899 16 2.622 0.517
1248446205.131 17 2.862 0.348
1248446205.131 16 2.759 0.407
1248446205.364 18 2.985 0.216
1248446205.364 16 2.815 0.340
1248446205.598 2 1.750 -0.014
1248446205.598 18 3.009 0.147
1248446205.598 17 2.954 0.203
1248446205.599 16 2.869 0.263
