1248294062.755 1 2.246 -0.152
1248294062.755 8 1.300 -0.028
1248294062.996 8 1.279 0.095
1248294063.240 8 1.263 0.181
1248294063.482 8 1.217 0.307
1248294063.737 9 2.738 -0.176
1248294063.737 1 2.138 0.246
1248294063.737 8 1.182 0.384
1248294063.972 9 2.777 -0.041
1248294063.972 1 2.045 0.365
1248294063.972 8 1.110 0.518
1248294064.205 9 2.754 0.030
1248294064.205 1 1.983 0.441
1248294064.205 6 3.267 0.559
1248294064.438 9 2.705 0.152
1248294064.439 1 1.856 0.554
1248294064.670 9 2.682 0.201
1248294064.899 9 2.675 0.242
1248294065.359 9 2.546 0.365
1248294065.586 10 3.165 -0.148
1248294065.586 9 2.489 0.416
1248294065.839 10 3.162 -0.110
1248294065.839 9 2.443 0.452
1248294066.111 10 3.162 -0.060
1248294066.111 9 2.364 0.512
1248294066.340 9 2.352 0.507
1248294066.491 9 2.352 0.507
1248294066.642 9 2.352 0.507
1248294066.871 9 2.280 0.538
1248294067.787 9 2.252 0.525
1248294068.700 9 2.174 0.549
1248294068.930 9 2.171 0.543
1248294069.159 9 2.123 0.571
1248294069.846 9 2.100 0.560
1248294070.074 9 2.085 0.562
1248294070.225 9 2.085 0.562
1248294070.376 9 2.085 0.562
1248294070.605 9 2.059 0.564
1248294070.835 9 2.056 0.567
1248294071.063 9 2.042 0.570
1248294071.292 9 2.026 0.569
1248294071.520 9 2.013 0.572
1248294071.749 10 2.746 -0.066
1248294071.977 10 2.734 -0.065
1248294072.207 10 2.730 -0.065
1248294072.436 10 2.708 -0.061
1248294072.661 10 2.690 -0.076
1248294072.889 9 1.949 0.562
1248294073.118 10 2.681 -0.111
1248294073.804 9 1.942 0.528
1248294074.264 9 1.922 0.533
1248294074.723 9 1.918 0.515
1248294074.952 9 1.926 0.465
1248294075.182 9 1.918 0.465
1248294075.413 9 1.901 0.470
1248294075.642 9 1.873 0.480
1248294075.873 9 1.872 0.478
1248294076.365 9 1.871 0.436
1248294076.593 9 1.899 0.377
1248294076.822 9 1.921 0.327
1248294077.051 9 1.963 0.203
1248294077.511 9 1.964 0.064
1248294077.742 6 2.926 0.496
1248294077.973 6 3.033 0.415
1248294078.204 6 3.099 0.330
1248294078.436 6 3.162 0.254
1248294078.666 6 3.225 0.090
1248294078.896 6 3.231 -0.033
1248294079.808 7 2.556 0.542
1248294080.037 7 2.629 0.475
1248294080.265 7 2.714 0.387
1248294080.491 7 2.760 0.356
1248294080.718 7 2.801 0.303
1248294080.946 7 2.806 0.291
1248294081.171 7 2.754 0.364
1248294081.400 7 2.722 0.380
1248294081.629 7 2.739 0.381
1248294081.857 7 2.738 0.377
1248294082.086 7 2.753 0.346
1248294082.314 7 2.733 0.368
1248294082.773 7 2.629 0.483
1248294083.005 7 2.626 0.482
1248294083.236 7 2.636 0.467
1248294083.467 7 2.668 0.451
1248294083.924 7 2.518 0.566
1248294084.156 7 2.527 0.563
1248294084.388 7 2.525 0.556
1248294084.620 7 2.564 0.539
1248294084.849 7 2.535 0.554
1248294087.900 6 3.196 -0.205
1248294088.132 6 3.196 -0.206
1248294088.363 6 3.196 -0.212
1248294088.596 6 3.162 -0.250
1248294089.054 6 3.221 -0.137
1248294089.279 6 3.229 -0.136
1248294089.512 6 3.238 -0.138
1248294089.743 6 3.207 -0.151
1248294089.971 6 3.222 -0.154
1248294090.199 6 3.231 -0.081
1248294090.431 6 3.239 -0.041
1248294090.663 6 3.238 -0.041
1248294090.895 6 3.237 -0.046
1248294091.126 6 3.259 -0.076
1248294091.354 6 3.231 -0.052
1248294091.582 6 3.267 0.036
1248294091.815 6 3.236 0.035
1248294092.047 6 3.251 0.031
1248294092.279 6 3.272 0.016
1248294092.511 6 3.248 -0.001
1248294092.742 6 3.256 0.036
1248294093.209 6 3.242 0.117
1248294093.442 6 3.235 0.111
1248294093.674 6 3.264 0.073
