1248272276.451 12 2.681 0.467
1248272276.681 15 1.170 -0.577
1248272276.919 15 1.224 -0.483
1248272277.155 15 1.253 -0.407
1248272277.394 15 1.281 -0.325
1248272277.635 15 1.287 -0.208
1248272277.875 15 1.292 -0.129
1248272278.112 15 1.287 -0.022
1248272278.351 15 1.267 0.057
1248272278.590 15 1.244 0.140
1248272278.830 1 1.570 -0.535
1248272278.830 15 1.197 0.258
1248272279.106 15 1.159 0.331
1248272279.337 15 1.088 0.450
1248272279.487 1 1.652 -0.360
1248272279.487 15 1.088 0.450
1248272279.636 15 1.088 0.450
1248272279.950 1 1.665 -0.159
1248272280.181 1 1.642 -0.097
1248272280.410 1 1.622 -0.027
1248272280.640 1 1.599 0.020
1248272280.872 1 1.575 0.061
1248272281.102 1 1.536 0.111
1248272281.332 1 1.522 0.137
1248272281.563 19 3.905 -0.185
1248272281.563 1 1.493 0.133
1248272281.812 19 3.905 -0.186
1248272281.812 1 1.482 0.128
1248272282.044 1 1.449 0.120
1248272282.276 1 1.432 0.113
1248272282.508 1 1.418 0.106
1248272282.739 1 1.379 0.102
1248272282.970 1 1.369 0.092
1248272283.201 1 1.354 0.086
1248272283.352 19 3.802 -0.180
1248272283.352 1 1.354 0.086
1248272283.637 19 3.802 -0.184
1248272283.637 1 1.314 0.076
1248272283.869 1 1.290 0.061
1248272284.100 1 1.279 0.050
1248272284.332 1 1.250 0.039
1248272284.564 1 1.239 0.028
1248272284.796 1 1.222 0.020
1248272285.028 1 1.205 0.005
1248272285.260 1 1.188 -0.005
1248272285.492 1 1.171 -0.019
1248272285.723 1 1.153 -0.032
1248272285.953 1 1.142 -0.044
1248272286.185 1 1.135 -0.063
1248272286.417 1 1.111 -0.101
1248272286.647 1 1.096 -0.151
1248272286.878 1 1.080 -0.203
1248272287.110 1 1.050 -0.289
1248272287.342 1 1.029 -0.342
1248272320.871 6 6.632 0.484
1248272321.111 6 6.632 0.488
1248272321.348 6 6.792 0.472
1248272321.827 7 7.136 0.481
1248272322.067 6 6.891 0.407
1248272322.308 6 6.891 0.408
1248272323.014 6 7.321 0.252
1248272323.252 6 7.321 0.240
1248272323.494 6 7.258 0.243
1248272323.494 7 7.516 0.308
1248272323.737 6 7.321 0.246
1248272323.737 7 7.516 0.313
1248272323.981 6 7.136 0.246
1248272324.225 6 7.181 0.244
1248272324.226 7 7.516 0.309
1248272324.465 6 7.321 0.183
1248272324.712 6 7.279 0.167
1248272324.953 6 7.258 0.159
1248272325.191 6 7.321 0.157
1248272325.429 6 7.321 0.162
1248272325.907 6 7.321 0.080
1248272326.383 7 7.723 0.142
1248272326.619 6 7.136 0.040
1248272326.857 17 4.316 0.451
1248272327.096 17 4.383 0.446
1248272327.331 6 7.321 -0.017
1248272327.805 17 4.451 0.374
1248272327.805 9 5.336 0.460
1248272328.044 17 4.451 0.370
1248272328.282 6 7.289 -0.091
1248272328.282 7 7.723 -0.020
1248272328.282 12 3.043 0.232
1248272328.282 17 4.383 0.375
1248272328.282 9 5.374 0.464
1248272328.768 6 7.136 -0.091
1248272328.768 7 7.584 -0.018
1248272328.768 12 3.015 0.233
1248272328.768 17 4.383 0.377
1248272328.768 9 5.274 0.461
1248272329.286 12 2.988 0.236
1248272329.286 9 5.274 0.458
1248272329.522 17 4.451 0.338
1248272329.755 17 4.521 0.235
1248272329.991 17 4.594 0.164
1248272329.991 9 5.585 0.256
1248272330.227 17 4.644 0.153
1248272330.461 17 4.594 0.138
1248272330.461 3 5.085 0.248
1248272330.697 17 4.586 0.140
1248272331.163 12 2.961 -0.008
1248272331.163 3 4.996 0.243
1248272331.397 7 7.321 -0.270
1248272331.398 3 4.996 0.244
1248272331.631 8 6.480 -0.115
1248272331.631 10 6.959 0.330
1248272331.865 12 2.925 -0.090
1248272331.865 3 5.067 0.161
1248272332.100 9 5.585 0.145
1248272332.100 3 5.085 0.156
1248272332.335 17 4.521 0.048
1248272332.566 17 4.521 0.043
1248272333.048 7 6.792 -0.442
1248272333.048 12 2.830 -0.176
1248272333.048 17 4.451 -0.025
1248272333.048 3 4.996 0.066
1248272333.522 12 2.777 -0.219
1248272333.523 17 4.461 -0.059
1248272333.998 12 2.733 -0.261
1248272333.998 13 2.641 0.310
1248272334.235 3 5.085 -0.023
1248272334.235 9 5.585 -0.013
1248272334.471 17 4.383 -0.123
1248272334.705 17 4.359 -0.161
1248272334.705 13 2.621 0.255
1248272334.941 13 2.681 0.224
1248272335.177 3 4.910 -0.146
1248272335.177 13 2.633 0.208
1248272335.413 10 7.136 0.052
1248272335.413 13 2.635 0.211
1248272335.650 17 4.260 -0.224
1248272335.650 13 2.633 0.221
1248272335.883 10 7.136 0.044
1248272335.883 13 2.610 0.204
1248272336.120 9 5.439 -0.159
1248272336.355 3 4.827 -0.205
1248272336.355 13 2.588 0.171
1248272336.828 9 5.374 -0.192
1248272336.828 13 2.570 0.165
1248272337.064 9 5.374 -0.192
1248272337.064 13 2.542 0.162
1248272337.300 17 4.110 -0.280
1248272337.300 13 2.522 0.167
1248272337.537 9 5.374 -0.185
1248272337.537 13 2.484 0.174
1248272337.774 9 5.323 -0.184
1248272337.774 13 2.481 0.177
1248272338.010 3 4.688 -0.222
1248272338.010 13 2.469 0.179
1248272338.247 12 2.312 -0.461
1248272338.247 14 3.802 0.420
1248272338.484 13 2.461 0.186
1248272338.722 3 4.669 -0.229
1248272338.722 13 2.426 0.177
1248272338.991 3 4.654 -0.236
1248272338.991 13 2.400 0.176
1248272339.225 3 4.644 -0.232
1248272339.225 13 2.372 0.187
1248272339.460 3 4.594 -0.224
1248272339.460 13 2.348 0.194
1248272339.693 13 2.340 0.202
1248272339.928 3 4.594 -0.232
1248272339.928 13 2.320 0.196
1248272340.162 13 2.292 0.205
1248272340.397 17 3.866 -0.269
1248272340.397 13 2.275 0.215
1248272340.630 9 5.178 -0.155
1248272340.866 3 4.521 -0.239
1248272340.866 13 2.241 0.208
1248272341.101 13 2.252 0.196
1248272341.335 3 4.521 -0.233
1248272341.335 13 2.209 0.220
1248272341.569 3 4.521 -0.229
1248272341.569 13 2.202 0.248
1248272341.806 3 4.521 -0.225
1248272341.806 13 2.186 0.256
1248272342.041 9 5.085 -0.161
1248272342.041 13 2.170 0.257
1248272342.275 9 5.034 -0.154
1248272342.275 10 6.959 0.049
1248272342.746 9 4.996 -0.144
1248272342.746 13 2.091 0.260
1248272342.979 9 4.996 -0.146
1248272342.979 13 2.076 0.256
1248272343.224 17 3.708 -0.255
1248272343.224 3 4.451 -0.225
1248272343.224 9 4.938 -0.145
1248272343.224 10 6.792 0.061
1248272343.224 13 2.058 0.265
1248272343.461 17 3.701 -0.250
1248272343.461 3 4.451 -0.223
1248272343.461 9 4.917 -0.141
1248272343.462 10 6.632 0.061
1248272343.462 13 2.040 0.265
1248272343.698 17 3.695 -0.248
1248272343.698 3 4.451 -0.216
1248272343.698 9 4.996 -0.136
1248272343.699 10 6.774 0.069
1248272343.934 12 1.961 -0.489
1248272343.934 17 3.662 -0.251
1248272343.935 13 2.001 0.276
1248272344.172 17 3.657 -0.255
1248272344.173 9 4.921 -0.143
1248272344.173 10 6.663 0.061
1248272344.173 13 2.003 0.288
1248272344.407 12 1.924 -0.502
1248272344.407 17 3.640 -0.255
1248272344.407 3 4.399 -0.227
1248272344.407 9 4.910 -0.141
1248272344.407 10 6.722 0.066
1248272344.407 13 1.975 0.279
