1248275407.018 4 1.901 -0.500
1248275407.254 4 1.946 -0.425
1248275407.488 4 2.025 -0.312
1248275407.724 4 2.036 -0.232
1248275407.957 4 2.059 -0.107
1248275408.192 4 2.051 -0.030
1248275408.425 4 2.030 0.046
1248275408.658 4 1.983 0.167
1248275408.890 4 1.933 0.248
1248275409.121 12 3.802 -0.187
1248275409.353 12 3.834 -0.115
1248275409.585 12 3.823 0.001
1248275409.816 12 3.802 0.078
1248275410.049 12 3.753 0.162
1248275410.278 12 3.612 0.281
1248275410.428 14 3.927 -0.332
1248275410.428 12 3.612 0.281
1248275410.578 14 3.927 -0.332
1248275410.578 13 4.077 0.013
1248275410.579 12 3.612 0.281
1248275410.941 6 7.417 0.313
1248275410.941 1 4.747 0.416
1248275411.174 12 3.425 0.405
1248275411.410 14 3.927 -0.229
1248275411.410 13 3.953 0.128
1248275411.410 6 7.321 0.308
1248275411.411 7 7.723 0.355
1248275411.411 12 3.402 0.401
1248275411.647 14 3.913 -0.238
1248275411.647 13 3.959 0.120
1248275411.647 2 5.936 0.333
1248275411.647 12 3.407 0.391
1248275411.883 14 3.876 -0.253
1248275411.883 13 3.959 0.108
1248275411.883 12 3.421 0.381
1248275412.118 14 3.874 -0.255
1248275412.118 13 3.946 0.106
1248275412.118 6 7.321 0.290
1248275412.118 12 3.374 0.381
1248275412.354 14 3.856 -0.252
1248275412.354 13 3.908 0.111
1248275412.355 6 7.321 0.293
1248275412.355 2 5.814 0.330
1248275412.355 12 3.371 0.383
1248275412.590 14 3.802 -0.264
1248275412.590 13 3.902 0.102
1248275412.590 12 3.360 0.380
1248275412.825 13 3.912 0.100
1248275412.825 2 5.936 0.324
1248275413.062 14 3.802 -0.278
1248275413.062 13 3.860 0.090
1248275413.062 6 7.321 0.274
1248275413.062 2 5.814 0.318
1248275413.062 12 3.340 0.372
1248275413.532 12 3.301 0.381
1248275413.774 14 3.753 -0.275
1248275413.775 13 3.814 0.098
1248275413.775 6 7.321 0.283
1248275413.775 2 5.697 0.335
1248275413.775 12 3.269 0.384
1248275413.775 8 6.480 0.469
1248275414.010 14 3.739 -0.279
1248275414.010 13 3.805 0.096
1248275414.010 6 7.321 0.277
1248275414.010 2 5.697 0.335
1248275414.010 12 3.275 0.381
1248275414.162 14 3.739 -0.279
1248275414.162 13 3.805 0.096
1248275414.162 6 7.321 0.277
1248275414.163 2 5.697 0.335
1248275414.163 12 3.275 0.381
1248275414.314 14 3.739 -0.279
1248275414.315 13 3.805 0.096
1248275414.315 6 7.321 0.277
1248275414.315 2 5.697 0.335
1248275414.315 12 3.275 0.381
1248275414.583 14 3.677 -0.305
1248275414.583 13 3.773 0.071
1248275414.583 6 7.136 0.254
1248275414.583 1 4.451 0.344
1248275414.583 12 3.250 0.363
1248275414.851 14 3.660 -0.318
1248275414.851 13 3.775 0.062
1248275414.851 12 3.250 0.354
1248275414.851 8 6.632 0.437
1248275415.107 6 7.321 0.242
1248275415.107 12 3.247 0.352
1248275415.339 6 7.136 0.244
1248275415.339 8 6.632 0.435
1248275415.570 7 7.723 0.281
1248275415.570 12 3.211 0.351
1248275415.799 12 3.220 0.316
1248275416.029 6 7.321 0.162
1248275416.029 12 3.303 0.292
1248275416.259 1 4.521 0.167
1248275416.259 8 6.959 0.289
1248275416.489 12 3.333 0.164
1248275416.718 1 4.569 0.060
1248275416.718 8 7.136 0.185
1248275416.949 12 3.368 0.052
1248275417.177 6 7.321 -0.055
1248275417.177 12 3.360 0.072
1248275417.408 1 4.521 0.053
1248275417.408 12 3.317 0.111
1248275417.638 13 3.586 -0.144
1248275417.638 6 7.321 0.044
1248275417.638 12 3.273 0.170
1248275417.869 12 3.205 0.237
1248275418.333 12 3.152 0.280
1248275418.333 8 6.727 0.356
1248275418.562 12 3.072 0.347
1248275418.793 6 7.136 0.276
1248275418.793 12 3.012 0.396
1248275419.022 12 2.933 0.438
1248275419.250 12 2.849 0.478
1248275419.480 13 3.395 0.207
1248275419.714 6 6.632 0.400
1248275419.714 1 3.870 0.433
1248275419.945 14 3.477 -0.205
1248275419.945 13 3.385 0.206
1248275420.176 1 3.843 0.429
1248275420.406 13 3.343 0.207
1248275420.636 14 3.405 -0.209
1248275420.636 1 3.802 0.422
1248275420.866 1 3.753 0.423
