1288971815.570 7 2.596 0.117
1288971815.570 2 2.197 0.362
1288971815.790 7 2.596 0.117
1288971815.790 2 2.202 0.362
1288971816.010 13 4.993 -0.322
1288971816.010 2 2.199 0.362
1288971816.230 13 4.990 -0.323
1288971816.230 2 2.202 0.362
1288971816.463 13 5.062 -0.317
1288971816.463 2 2.201 0.362
1288971816.692 20 7.284 -0.453
1288971816.692 2 2.202 0.362
1288971816.923 20 7.284 -0.453
1288971816.923 2 2.202 0.362
1288971817.155 13 5.003 -0.321
1288971817.155 2 2.202 0.362
1288971817.387 13 5.009 -0.321
1288971817.387 2 2.202 0.362
1288971817.617 13 5.032 -0.321
1288971817.617 2 2.202 0.362
1288971817.847 13 5.003 -0.323
1288971817.847 2 2.202 0.362
1288971818.082 7 2.593 0.118
1288971818.082 2 2.202 0.362
1288971818.315 13 5.003 -0.321
1288971818.315 2 2.202 0.362
1288971818.547 13 5.062 -0.317
1288971818.547 2 2.201 0.362
1288971818.808 13 5.009 -0.320
1288971818.808 2 2.202 0.362
1288971819.041 13 4.996 -0.323
1288971819.041 2 2.202 0.362
1288971819.274 2 2.202 0.362
1288971819.434 13 5.032 -0.321
1288971819.434 2 2.202 0.362
1288971819.597 13 5.032 -0.321
1288971819.597 2 2.202 0.362
1288971819.826 13 5.009 -0.323
1288971819.826 2 2.202 0.362
1288971820.056 13 4.996 -0.322
1288971820.056 2 2.202 0.362
1288971820.287 13 5.003 -0.322
1288971820.287 2 2.201 0.362
1288971820.520 13 5.032 -0.321
1288971820.520 2 2.202 0.362
1288971820.750 7 2.594 0.118
1288971820.750 2 2.202 0.362
1288971820.978 13 5.018 -0.320
1288971820.978 2 2.202 0.362
1288971821.214 7 2.592 0.118
1288971821.214 2 2.202 0.362
1288971821.446 13 5.003 -0.321
1288971821.446 2 2.201 0.362
1288971821.676 2 2.202 0.362
1288971821.909 13 5.062 -0.317
1288971821.909 2 2.202 0.362
1288971822.140 13 5.062 -0.317
1288971822.140 2 2.203 0.362
1288971822.369 13 5.018 -0.320
1288971822.369 2 2.201 0.362
1288971822.598 7 2.593 0.118
1288971822.598 2 2.202 0.362
1288971822.827 2 2.201 0.362
1288971822.992 7 2.594 0.118
1288971822.992 2 2.201 0.362
1288971823.164 7 2.594 0.118
1288971823.164 2 2.201 0.362
1288971823.425 13 5.018 -0.320
1288971823.425 2 2.202 0.362
1288971823.654 20 7.284 -0.453
1288971823.654 2 2.201 0.362
1288971823.884 20 7.284 -0.453
1288971823.884 2 2.202 0.362
1288971824.117 13 5.009 -0.322
1288971824.117 2 2.201 0.362
1288971824.351 13 5.032 -0.320
1288971824.351 2 2.202 0.362
1288971824.582 13 5.009 -0.320
1288971824.582 2 2.202 0.362
1288971824.820 13 5.009 -0.321
1288971824.820 2 2.202 0.362
1288971825.052 13 5.018 -0.320
1288971825.052 2 2.202 0.362
1288971825.284 13 5.003 -0.322
1288971825.284 2 2.202 0.362
1288971825.513 13 4.996 -0.323
1288971825.513 2 2.201 0.362
1288971825.744 13 5.018 -0.322
1288971825.744 2 2.202 0.362
1288971825.976 13 4.999 -0.321
1288971825.976 2 2.202 0.362
1288971826.208 13 5.009 -0.323
1288971826.208 2 2.202 0.362
1288971826.436 13 5.018 -0.321
1288971826.437 2 2.202 0.362
1288971826.666 13 5.032 -0.322
1288971826.666 2 2.201 0.362
1288971826.897 13 5.003 -0.321
1288971826.897 2 2.202 0.362
1288971827.131 13 5.018 -0.319
1288971827.131 2 2.202 0.362
1288971827.360 7 2.594 0.118
1288971827.360 2 2.202 0.362
1288971827.589 7 2.594 0.118
1288971827.589 2 2.202 0.362
1288971827.819 20 7.284 -0.453
1288971827.819 2 2.202 0.362
1288971828.051 13 4.999 -0.323
1288971828.051 2 2.202 0.362
1288971828.283 13 5.018 -0.319
1288971828.283 2 2.202 0.362
1288971828.513 7 2.592 0.121
1288971828.513 2 2.202 0.362
1288971828.743 13 5.009 -0.321
1288971828.743 2 2.202 0.362
1288971829.001 13 5.062 -0.317
1288971829.001 2 2.202 0.362
1288971829.233 13 5.062 -0.317
1288971829.233 2 2.201 0.362
1288971829.464 13 5.062 -0.317
1288971829.464 2 2.202 0.362
1288971829.695 13 5.032 -0.320
1288971829.695 2 2.202 0.362
1288971829.931 20 7.284 -0.453
1288971829.931 13 4.999 -0.321
1288971829.931 7 2.594 0.118
1288971829.931 2 2.202 0.362
1288971830.165 12 4.726 -0.575
1288971830.165 20 7.284 -0.453
1288971830.165 13 5.062 -0.317
1288971830.165 7 2.594 0.118
1288971830.165 2 2.201 0.362
1288971830.398 12 4.726 -0.574
1288971830.398 13 5.003 -0.322
1288971830.399 7 2.593 0.118
1288971830.399 2 2.202 0.362
1288971830.634 13 5.032 -0.320
1288971830.634 7 2.593 0.118
1288971830.635 2 2.202 0.362
1288971830.869 13 5.009 -0.322
1288971830.869 2 2.202 0.362
1288971831.104 13 5.062 -0.317
1288971831.104 7 2.596 0.118
1288971831.104 2 2.202 0.362
1288971831.343 13 5.032 -0.321
1288971831.344 2 2.202 0.362
1288971831.575 13 5.062 -0.317
1288971831.575 2 2.202 0.362
1288971831.811 13 5.003 -0.321
1288971831.811 2 2.201 0.362
1288971832.048 13 5.062 -0.318
1288971832.048 2 2.202 0.362
1288971832.283 13 5.032 -0.320
1288971832.283 2 2.202 0.362
1288971832.519 7 2.595 0.118
1288971832.519 2 2.202 0.362
1288971832.758 13 5.003 -0.322
1288971832.758 2 2.201 0.362
1288971832.990 13 5.018 -0.321
1288971832.990 2 2.202 0.362
1288971833.226 13 5.009 -0.320
1288971833.226 2 2.201 0.362
1288971833.457 13 5.032 -0.321
1288971833.457 2 2.202 0.362
1288971833.690 13 5.003 -0.321
1288971833.690 2 2.202 0.362
1288971833.926 13 5.032 -0.321
1288971833.926 2 2.202 0.362
1288971834.163 13 5.018 -0.320
1288971834.163 2 2.202 0.362
1288971834.396 13 5.027 -0.321
1288971834.396 2 2.202 0.362
1288971834.629 13 5.032 -0.320
1288971834.629 2 2.202 0.362
